Record Date,Country,Currency,Country - Currency Description,Exchange Rate,Effective Date,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2012-03-31,Cambodia,Riel,Cambodia-Riel,4103.0,null,29,2012,2,2012,1,03,31
2012-03-31,Cameroon,CFA Franc,Cameroon-CFA Franc,491.39,null,30,2012,2,2012,1,03,31
2012-03-31,Canada,Dollar,Canada-Dollar,0.996,null,31,2012,2,2012,1,03,31
2012-03-31,Cape Verde,Escudo,Cape Verde-Escudo,82.73,null,32,2012,2,2012,1,03,31
2012-03-31,Cayman Island,Dollar,Cayman Island-Dollar,0.82,null,33,2012,2,2012,1,03,31
2012-03-31,Central African Rep.,CFA Franc,Central African Rep.-CFA Franc,491.39,null,34,2012,2,2012,1,03,31
2012-03-31,Chad,CFA Franc,Chad-CFA Franc,491.39,null,35,2012,2,2012,1,03,31
2012-03-31,Chile,Peso,Chile-Peso,487.93,null,36,2012,2,2012,1,03,31
2012-03-31,China,Renminbi,China-Renminbi,6.298,null,37,2012,2,2012,1,03,31
2012-03-31,Colombia,Peso,Colombia-Peso,1791.0,null,38,2012,2,2012,1,03,31
2012-03-31,Comoros,Franc,Comoros-Franc,361.35,null,39,2012,2,2012,1,03,31
2012-03-31,Congo,CFA Franc,Congo-CFA Franc,491.39,null,40,2012,2,2012,1,03,31
2012-03-31,Costa Rica,Colon,Costa Rica-Colon,502.6,null,41,2012,2,2012,1,03,31
2012-03-31,Cote D'ivoire,CFA Franc,Cote D'ivoire-CFA Franc,491.39,null,42,2012,2,2012,1,03,31
2012-03-31,Croatia,KUNA,Croatia-KUNA,5.57,null,43,2012,2,2012,1,03,31
2012-03-31,Cross Border,Euro,Cross Border-Euro,0.749,null,44,2012,2,2012,1,03,31
2012-03-31,Cuba,Chavito,Cuba-Chavito,1.0,null,45,2012,2,2012,1,03,31
2012-03-31,Cyprus,Euro,Cyprus-Euro,0.749,null,46,2012,2,2012,1,03,31
2012-03-31,Cyprus,Pound,Cyprus-Pound,0.789,null,47,2012,2,2012,1,03,31
2012-03-31,Czech. Republic,Koruna,Czech. Republic-Koruna,18.156,null,48,2012,2,2012,1,03,31
2012-03-31,Dem. Rep. of Congo,Franc,Dem. Rep. of Congo-Franc,920.0,null,49,2012,2,2012,1,03,31
2012-03-31,Denmark,Krone,Denmark-Krone,5.573,null,50,2012,2,2012,1,03,31
2012-03-31,Djibouti,Franc,Djibouti-Franc,177.0,null,51,2012,2,2012,1,03,31
2012-03-31,Dominican Republic,Peso,Dominican Republic-Peso,38.88,null,52,2012,2,2012,1,03,31
2012-03-31,Ecuador,Dolares,Ecuador-Dolares,1.0,null,53,2012,2,2012,1,03,31
2012-03-31,Egypt,Pound,Egypt-Pound,6.038,null,54,2012,2,2012,1,03,31
2012-03-31,El Salvador,Colon,El Salvador-Colon,1.0,null,55,2012,2,2012,1,03,31
2012-03-31,Equatorial Guinea,CFA Franc,Equatorial Guinea-CFA Franc,491.39,null,56,2012,2,2012,1,03,31
2012-03-31,Eritrea,Nakfa,Eritrea-Nakfa,15.0,null,57,2012,2,2012,1,03,31
2012-03-31,Estonia,Kroon,Estonia-Kroon,11.697,null,58,2012,2,2012,1,03,31
2012-03-31,Ethiopia,Birr,Ethiopia-Birr,17.39,null,59,2012,2,2012,1,03,31
2012-03-31,Euro Zone,Euro,Euro Zone-Euro,0.749,null,60,2012,2,2012,1,03,31
2012-03-31,Fiji,Dollar,Fiji-Dollar,1.767,null,61,2012,2,2012,1,03,31
2012-03-31,Finland,Euro,Finland-Euro,0.749,null,62,2012,2,2012,1,03,31
2012-03-31,France,Euro,France-Euro,0.749,null,63,2012,2,2012,1,03,31
2012-03-31,Gabon,CFA Franc,Gabon-CFA Franc,491.39,null,64,2012,2,2012,1,03,31
2012-03-31,Gambia,Dalasi,Gambia-Dalasi,30.0,null,65,2012,2,2012,1,03,31
2012-03-31,Georgia,Lari,Georgia-Lari,1.66,null,66,2012,2,2012,1,03,31
2012-03-31,Germany,Euro,Germany-Euro,0.749,null,67,2012,2,2012,1,03,31
2012-03-31,Ghana,Second Cedi,Ghana-Second Cedi,1.773,null,68,2012,2,2012,1,03,31
2012-03-31,Greece,Euro,Greece-Euro,0.749,null,69,2012,2,2012,1,03,31
2012-03-31,Grenada,E.Caribbean Dollar,Grenada-E.Caribbean Dollar,2.7,null,70,2012,2,2012,1,03,31
2012-03-31,Guatemala,Quetzal,Guatemala-Quetzal,7.705,null,71,2012,2,2012,1,03,31
2012-03-31,Guinea,Franc,Guinea-Franc,7010.0,null,73,2012,2,2012,1,03,31
2012-03-31,Guinea Bissau,CFA Franc,Guinea Bissau-CFA Franc,491.39,null,72,2012,2,2012,1,03,31
2012-03-31,Guyana,Dollar,Guyana-Dollar,202.0,null,74,2012,2,2012,1,03,31
2012-03-31,Haiti,Gourde,Haiti-Gourde,38.5,null,75,2012,2,2012,1,03,31
2012-03-31,Honduras,Lempira,Honduras-Lempira,19.21,null,76,2012,2,2012,1,03,31
2012-03-31,Hong Kong,Dollar,Hong Kong-Dollar,7.763,null,77,2012,2,2012,1,03,31
2012-03-31,Hungary,Forint,Hungary-Forint,220.89,null,78,2012,2,2012,1,03,31
2012-03-31,Iceland,Krona,Iceland-Krona,126.3,null,79,2012,2,2012,1,03,31
2012-03-31,India,Rupee,India-Rupee,50.8,null,80,2012,2,2012,1,03,31
2012-03-31,Indonesia,Rupiah,Indonesia-Rupiah,9075.0,null,81,2012,2,2012,1,03,31
2012-03-31,Iran,Rial,Iran-Rial,8229.0,null,82,2012,2,2012,1,03,31
2012-03-31,Iraq,Dinar,Iraq-Dinar,1166.0,null,83,2012,2,2012,1,03,31
2012-03-31,Ireland,Euro,Ireland-Euro,0.749,null,84,2012,2,2012,1,03,31
2012-03-31,Israel,Shekel,Israel-Shekel,3.711,null,85,2012,2,2012,1,03,31
2012-03-31,Italy,Euro,Italy-Euro,0.749,null,86,2012,2,2012,1,03,31
2012-03-31,Jamaica,Dollar,Jamaica-Dollar,86.1,null,87,2012,2,2012,1,03,31
2012-03-31,Japan,Yen,Japan-Yen,82.06,null,88,2012,2,2012,1,03,31
2012-03-31,Jordan,Dinar,Jordan-Dinar,0.708,null,89,2012,2,2012,1,03,31
2012-03-31,Kazakhstan,Tenge,Kazakhstan-Tenge,147.7,null,90,2012,2,2012,1,03,31
2012-03-31,Kenya,Shilling,Kenya-Shilling,82.95,null,91,2012,2,2012,1,03,31
2012-03-31,Korea,Won,Korea-Won,1132.9,null,92,2012,2,2012,1,03,31
2012-03-31,Kuwait,Dinar,Kuwait-Dinar,0.277,null,93,2012,2,2012,1,03,31
2012-03-31,Kyrgyzstan,Som,Kyrgyzstan-Som,46.4,null,94,2012,2,2012,1,03,31
2012-03-31,Laos,Kip,Laos-Kip,7973.0,null,95,2012,2,2012,1,03,31
2012-03-31,Latvia,LATS,Latvia-LATS,0.524,null,96,2012,2,2012,1,03,31
2012-03-31,Lebanon,Pound,Lebanon-Pound,1500.0,null,97,2012,2,2012,1,03,31
2012-03-31,Lesotho,Maloti,Lesotho-Maloti,7.658,null,98,2012,2,2012,1,03,31
2012-03-31,Liberia,Dollar,Liberia-Dollar,49.0,null,99,2012,2,2012,1,03,31
2012-03-31,Libya,Dinar,Libya-Dinar,1.28,null,100,2012,2,2012,1,03,31
2012-03-31,Lithuanian,Lita,Lithuanian-Lita,2.587,null,101,2012,2,2012,1,03,31
2012-03-31,Luxembourg,Euro,Luxembourg-Euro,0.749,null,102,2012,2,2012,1,03,31
2012-03-31,Madagascar,Franc,Madagascar-Franc,2109.3,null,103,2012,2,2012,1,03,31
2012-03-31,Malawi,Kwacha,Malawi-Kwacha,168.0,null,104,2012,2,2012,1,03,31
2012-03-31,Malaysia,Ringgit,Malaysia-Ringgit,3.062,null,105,2012,2,2012,1,03,31
2012-03-31,Mali,CFA Franc,Mali-CFA Franc,491.39,null,106,2012,2,2012,1,03,31
2012-03-31,Malta,Euro,Malta-Euro,0.749,null,107,2012,2,2012,1,03,31
2012-03-31,Maltese,LIRA,Maltese-LIRA,0.789,null,108,2012,2,2012,1,03,31
2012-03-31,Marshall Islands,U.S. Dollar,Marshall Islands-U.S. Dollar,1.0,null,109,2012,2,2012,1,03,31
2012-03-31,Mauritania,First Ouguiya,Mauritania-First Ouguiya,290.0,null,110,2012,2,2012,1,03,31
2012-03-31,Mauritius,Rupee,Mauritius-Rupee,28.8,null,111,2012,2,2012,1,03,31
2012-03-31,Mexico,Peso,Mexico-Peso,12.755,null,112,2012,2,2012,1,03,31
2012-03-31,Micronesia,U.S. Dollar,Micronesia-U.S. Dollar,1.0,null,113,2012,2,2012,1,03,31
2012-03-31,Moldova,LEU,Moldova-LEU,11.782,null,114,2012,2,2012,1,03,31
2012-03-31,Mongolia,Tugrik,Mongolia-Tugrik,1328.04,null,115,2012,2,2012,1,03,31
2012-03-31,Morocco,Dirham,Morocco-Dirham,8.442,null,116,2012,2,2012,1,03,31
2012-03-31,Mozambique,Metical,Mozambique-Metical,27.45,null,117,2012,2,2012,1,03,31
2012-03-31,Nambia,Dollar,Nambia-Dollar,7.658,null,118,2012,2,2012,1,03,31
2012-03-31,Nepal,Rupee,Nepal-Rupee,81.6,null,119,2012,2,2012,1,03,31
2012-03-31,Netherland,Euro,Netherland-Euro,0.749,null,120,2012,2,2012,1,03,31
2012-03-31,Netherlands Antilles,Guilder,Netherlands Antilles-Guilder,1.78,null,121,2012,2,2012,1,03,31
2012-03-31,New Zealand,Dollar,New Zealand-Dollar,1.216,null,122,2012,2,2012,1,03,31
2012-03-31,Nicaragua,Cordoba,Nicaragua-Cordoba,23.26,null,123,2012,2,2012,1,03,31
2012-03-31,Niger,CFA Franc,Niger-CFA Franc,491.39,null,124,2012,2,2012,1,03,31
2012-03-31,Nigeria,Naira,Nigeria-Naira,157.65,null,125,2012,2,2012,1,03,31
2012-03-31,Norway,Krone,Norway-Krone,5.691,null,126,2012,2,2012,1,03,31
2012-03-31,Oman,Rial,Oman-Rial,0.385,null,127,2012,2,2012,1,03,31
2012-03-31,Pakistan,Rupee,Pakistan-Rupee,90.54,null,128,2012,2,2012,1,03,31
2012-03-31,Panama,Balboa,Panama-Balboa,1.0,null,129,2012,2,2012,1,03,31
2012-03-31,Papua New Guinea,Kina,Papua New Guinea-Kina,1.988,null,130,2012,2,2012,1,03,31
2012-03-31,Paraguay,Guarani,Paraguay-Guarani,4280.0,null,131,2012,2,2012,1,03,31
2012-03-31,Peru,Sol,Peru-Sol,2.67,null,132,2012,2,2012,1,03,31
2012-03-31,Philippines,Peso,Philippines-Peso,42.92,null,133,2012,2,2012,1,03,31
2012-03-31,Poland,Zloty,Poland-Zloty,3.111,null,134,2012,2,2012,1,03,31
2012-03-31,Portugal,Euro,Portugal-Euro,0.749,null,135,2012,2,2012,1,03,31
2012-03-31,Qatar,Riyal,Qatar-Riyal,3.641,null,136,2012,2,2012,1,03,31
2012-03-31,Rep. of N Macedonia,Dinar,Rep. of N Macedonia-Dinar,45.6,null,137,2012,2,2012,1,03,31
2012-03-31,Republic of Palau,Dollar,Republic of Palau-Dollar,1.0,null,138,2012,2,2012,1,03,31
2012-03-31,Romania,New Leu,Romania-New Leu,3.281,null,139,2012,2,2012,1,03,31
2012-03-31,Russia,Ruble,Russia-Ruble,29.348,null,140,2012,2,2012,1,03,31
2012-03-31,Rwanda,Franc,Rwanda-Franc,605.71,null,141,2012,2,2012,1,03,31
2012-03-31,Sao Tome & Principe,Dobras,Sao Tome & Principe-Dobras,18370.757,null,142,2012,2,2012,1,03,31
2012-03-31,Saudi Arabia,Riyal,Saudi Arabia-Riyal,3.75,null,143,2012,2,2012,1,03,31
2012-03-31,Senegal,CFA Franc,Senegal-CFA Franc,491.39,null,144,2012,2,2012,1,03,31
2012-03-31,Serbia,Dinar,Serbia-Dinar,83.31,null,145,2012,2,2012,1,03,31
2012-03-31,Seychelles,Rupee,Seychelles-Rupee,13.881,null,146,2012,2,2012,1,03,31
2012-03-31,Sierra Leone,Leone,Sierra Leone-Leone,4353.0,null,147,2012,2,2012,1,03,31
2012-03-31,Singapore,Dollar,Singapore-Dollar,1.257,null,148,2012,2,2012,1,03,31
2012-03-31,Slovak,Korun,Slovak-Korun,0.789,null,149,2012,2,2012,1,03,31
2012-03-31,Slovakia,Euro,Slovakia-Euro,0.749,null,150,2012,2,2012,1,03,31
2012-03-31,Slovenia,Euro,Slovenia-Euro,0.749,null,151,2012,2,2012,1,03,31
2012-03-31,Slovenia,Tolars,Slovenia-Tolars,0.009,null,152,2012,2,2012,1,03,31
2012-03-31,Solomon Islands,Dollar,Solomon Islands-Dollar,6.757,null,153,2012,2,2012,1,03,31
2012-03-31,South Africa,Rand,South Africa-Rand,7.658,null,154,2012,2,2012,1,03,31
2012-03-31,Spain,Euro,Spain-Euro,0.749,null,155,2012,2,2012,1,03,31
2012-03-31,Sri Lanka,Rupee,Sri Lanka-Rupee,128.0,null,156,2012,2,2012,1,03,31
2012-03-31,St. Lucia,E. Caribbean Dollar,St. Lucia-E. Caribbean Dollar,2.7,null,157,2012,2,2012,1,03,31
2012-03-31,Sudan,Dinar,Sudan-Dinar,2.9,null,158,2012,2,2012,1,03,31
2012-03-31,Suriname,Guilder,Suriname-Guilder,3.35,null,159,2012,2,2012,1,03,31
2012-03-31,Swaziland,Langeni,Swaziland-Langeni,7.658,null,160,2012,2,2012,1,03,31
2012-03-31,Sweden,Krona,Sweden-Krona,6.616,null,161,2012,2,2012,1,03,31
2012-03-31,Switzerland,Franc,Switzerland-Franc,0.902,null,162,2012,2,2012,1,03,31
2012-03-31,Syria,Pound,Syria-Pound,70.75,null,163,2012,2,2012,1,03,31
2012-03-31,Taiwan,Dollar,Taiwan-Dollar,29.499,null,164,2012,2,2012,1,03,31
2012-03-31,Tajikistan,Somoni,Tajikistan-Somoni,4.758,null,165,2012,2,2012,1,03,31
2012-03-31,Tanzania,Shilling,Tanzania-Shilling,1588.0,null,166,2012,2,2012,1,03,31
2012-03-31,Thailand,Baht,Thailand-Baht,30.84,null,167,2012,2,2012,1,03,31
2012-03-31,Togo,CFA Franc,Togo-CFA Franc,491.39,null,168,2012,2,2012,1,03,31
2012-03-31,Tonga,Pa'anga,Tonga-Pa'anga,1.558,null,169,2012,2,2012,1,03,31
2012-03-31,Trinidad & Tobago,Dollar,Trinidad & Tobago-Dollar,6.37,null,170,2012,2,2012,1,03,31
2012-03-31,Tunisia,Dinar,Tunisia-Dinar,1.506,null,171,2012,2,2012,1,03,31
2012-03-31,Turkey,New Lira,Turkey-New Lira,1.781,null,172,2012,2,2012,1,03,31
2012-03-31,Turkmenistan,New Manat,Turkmenistan-New Manat,2.843,null,173,2012,2,2012,1,03,31
2012-03-31,Uganda,Shilling,Uganda-Shilling,2515.0,null,174,2012,2,2012,1,03,31
2012-03-31,Ukraine,Hryvnia,Ukraine-Hryvnia,8.033,null,175,2012,2,2012,1,03,31
2012-03-31,United Arab Emirates,Dirham,United Arab Emirates-Dirham,3.673,null,176,2012,2,2012,1,03,31
2012-03-31,United Kingdom,Pound,United Kingdom-Pound,0.625,null,177,2012,2,2012,1,03,31
2012-03-31,Uruguay,Peso,Uruguay-Peso,19.3,null,178,2012,2,2012,1,03,31
2012-03-31,Uzbekistan,Som,Uzbekistan-Som,1865.0,null,179,2012,2,2012,1,03,31
2012-03-31,Vanuatu,Vatu,Vanuatu-Vatu,89.51,null,180,2012,2,2012,1,03,31
2012-03-31,Venezuela,Soberano (OLD),Venezuela-Soberano (OLD),4.3,null,181,2012,2,2012,1,03,31
2012-03-31,Vietnam,Dong,Vietnam-Dong,21000.0,null,182,2012,2,2012,1,03,31
2012-03-31,Western Samoa,Tala,Western Samoa-Tala,2.136,null,183,2012,2,2012,1,03,31
2012-03-31,Yemen,Rial,Yemen-Rial,214.5,null,184,2012,2,2012,1,03,31
2012-03-31,Zambia,Kwacha,Zambia-Kwacha,5270.0,null,185,2012,2,2012,1,03,31
2012-03-31,Zimbabwe,Dollar,Zimbabwe-Dollar,1.0,null,186,2012,2,2012,1,03,31
2012-03-31,Zimbabwe,RTGS,Zimbabwe-RTGS,1.0,null,187,2012,2,2012,1,03,31
2011-12-31,Afghanistan,Afghani,Afghanistan-Afghani,48.2,null,1,2012,1,2011,4,12,31
2011-12-31,Albania,Lek,Albania-Lek,105.37,null,2,2012,1,2011,4,12,31
2011-12-31,Algeria,Dinar,Algeria-Dinar,75.036,null,3,2012,1,2011,4,12,31
2011-12-31,Angola,Kwanza,Angola-Kwanza,95.0,null,4,2012,1,2011,4,12,31
2011-12-31,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda-E. Caribbean Dollar,2.7,null,5,2012,1,2011,4,12,31
2011-12-31,Argentina,Peso,Argentina-Peso,4.288,null,6,2012,1,2011,4,12,31
2011-12-31,Armenia,Dram,Armenia-Dram,380.0,null,7,2012,1,2011,4,12,31
2011-12-31,Australia,Dollar,Australia-Dollar,0.984,null,8,2012,1,2011,4,12,31
2011-12-31,Austria,Euro,Austria-Euro,0.765,null,9,2012,1,2011,4,12,31
2011-12-31,Azerbaidjan,Second Manat,Azerbaidjan-Second Manat,0.8,null,10,2012,1,2011,4,12,31
2011-12-31,Bahamas,Dollar,Bahamas-Dollar,1.0,null,11,2012,1,2011,4,12,31
2011-12-31,Bahrain,Dinar,Bahrain-Dinar,0.377,null,12,2012,1,2011,4,12,31
2011-12-31,Bangladesh,Taka,Bangladesh-Taka,79.0,null,13,2012,1,2011,4,12,31
2011-12-31,Barbados,Dollar,Barbados-Dollar,2.02,null,14,2012,1,2011,4,12,31
2011-12-31,Belarus,Ruble,Belarus-Ruble,8300.0,null,15,2012,1,2011,4,12,31
2011-12-31,Belgium,Euro,Belgium-Euro,0.765,null,16,2012,1,2011,4,12,31
2011-12-31,Belize,Dollar,Belize-Dollar,2.0,null,17,2012,1,2011,4,12,31
2011-12-31,Benin,CFA Franc,Benin-CFA Franc,501.73,null,18,2012,1,2011,4,12,31
2011-12-31,Bermuda,Dollar,Bermuda-Dollar,1.0,null,19,2012,1,2011,4,12,31
2011-12-31,Bolivia,Boliviano,Bolivia-Boliviano,6.86,null,20,2012,1,2011,4,12,31
2011-12-31,Bosnia,Marka,Bosnia-Marka,1.496,null,21,2012,1,2011,4,12,31
2011-12-31,Botswana,Pula,Botswana-Pula,7.485,null,22,2012,1,2011,4,12,31
2011-12-31,Brazil,Real,Brazil-Real,1.85,null,23,2012,1,2011,4,12,31
2011-12-31,Brunei,Dollar,Brunei-Dollar,1.292,null,24,2012,1,2011,4,12,31
2011-12-31,Bulgaria,Lev New,Bulgaria-Lev New,1.496,null,25,2012,1,2011,4,12,31
2011-12-31,Burkina Faso,CFA Franc,Burkina Faso-CFA Franc,501.73,null,26,2012,1,2011,4,12,31
2011-12-31,Burma,Kyat,Burma-Kyat,450.0,null,27,2012,1,2011,4,12,31
2011-12-31,Burundi,Franc,Burundi-Franc,1300.0,null,28,2012,1,2011,4,12,31
2011-12-31,Cambodia,Riel,Cambodia-Riel,4103.0,null,29,2012,1,2011,4,12,31
2011-12-31,Cameroon,CFA Franc,Cameroon-CFA Franc,501.73,null,30,2012,1,2011,4,12,31
2011-12-31,Canada,Dollar,Canada-Dollar,1.018,null,31,2012,1,2011,4,12,31
2011-12-31,Cape Verde,Escudo,Cape Verde-Escudo,82.552,null,32,2012,1,2011,4,12,31
2011-12-31,Cayman Island,Dollar,Cayman Island-Dollar,0.82,null,33,2012,1,2011,4,12,31
2011-12-31,Central African Rep.,CFA Franc,Central African Rep.-CFA Franc,501.73,null,34,2012,1,2011,4,12,31
2011-12-31,Chad,CFA Franc,Chad-CFA Franc,501.73,null,35,2012,1,2011,4,12,31
2011-12-31,Chile,Peso,Chile-Peso,519.45,null,36,2012,1,2011,4,12,31
2011-12-31,China,Renminbi,China-Renminbi,6.336,null,37,2012,1,2011,4,12,31
2011-12-31,Colombia,Peso,Colombia-Peso,1923.5,null,38,2012,1,2011,4,12,31
2011-12-31,Comoros,Franc,Comoros-Franc,361.35,null,39,2012,1,2011,4,12,31
2011-12-31,Congo,CFA Franc,Congo-CFA Franc,501.73,null,40,2012,1,2011,4,12,31
2011-12-31,Costa Rica,Colon,Costa Rica-Colon,501.2,null,41,2012,1,2011,4,12,31
2011-12-31,Cote D'ivoire,CFA Franc,Cote D'ivoire-CFA Franc,501.73,null,42,2012,1,2011,4,12,31
2011-12-31,Croatia,KUNA,Croatia-KUNA,5.65,null,43,2012,1,2011,4,12,31
2011-12-31,Cross Border,Euro,Cross Border-Euro,0.765,null,44,2012,1,2011,4,12,31
2011-12-31,Cuba,Chavito,Cuba-Chavito,1.0,null,45,2012,1,2011,4,12,31
2011-12-31,Cyprus,Euro,Cyprus-Euro,0.765,null,46,2012,1,2011,4,12,31
2011-12-31,Cyprus,Pound,Cyprus-Pound,0.789,null,47,2012,1,2011,4,12,31
2011-12-31,Czech. Republic,Koruna,Czech. Republic-Koruna,19.261,null,48,2012,1,2011,4,12,31
2011-12-31,Dem. Rep. of Congo,Franc,Dem. Rep. of Congo-Franc,900.0,null,49,2012,1,2011,4,12,31
2011-12-31,Denmark,Krone,Denmark-Krone,5.686,null,50,2012,1,2011,4,12,31
2011-12-31,Djibouti,Franc,Djibouti-Franc,177.0,null,51,2012,1,2011,4,12,31
2011-12-31,Dominican Republic,Peso,Dominican Republic-Peso,38.37,null,52,2012,1,2011,4,12,31
2011-12-31,Ecuador,Dolares,Ecuador-Dolares,1.0,null,53,2012,1,2011,4,12,31
2011-12-31,Egypt,Pound,Egypt-Pound,6.016,null,54,2012,1,2011,4,12,31
2011-12-31,El Salvador,Colon,El Salvador-Colon,1.0,null,55,2012,1,2011,4,12,31
2011-12-31,Equatorial Guinea,CFA Franc,Equatorial Guinea-CFA Franc,501.73,null,56,2012,1,2011,4,12,31
2011-12-31,Eritrea,Nakfa,Eritrea-Nakfa,15.0,null,57,2012,1,2011,4,12,31
2011-12-31,Estonia,Kroon,Estonia-Kroon,11.697,null,58,2012,1,2011,4,12,31
2011-12-31,Ethiopia,Birr,Ethiopia-Birr,17.21,null,59,2012,1,2011,4,12,31
2011-12-31,Euro Zone,Euro,Euro Zone-Euro,0.765,null,60,2012,1,2011,4,12,31
2011-12-31,Fiji,Dollar,Fiji-Dollar,1.785,null,61,2012,1,2011,4,12,31
2011-12-31,Finland,Euro,Finland-Euro,0.765,null,62,2012,1,2011,4,12,31
2011-12-31,France,Euro,France-Euro,0.765,null,63,2012,1,2011,4,12,31
2011-12-31,Gabon,CFA Franc,Gabon-CFA Franc,501.73,null,64,2012,1,2011,4,12,31
2011-12-31,Gambia,Dalasi,Gambia-Dalasi,30.0,null,65,2012,1,2011,4,12,31
2011-12-31,Georgia,Lari,Georgia-Lari,1.66,null,66,2012,1,2011,4,12,31
2011-12-31,Germany,Euro,Germany-Euro,0.765,null,67,2012,1,2011,4,12,31
2011-12-31,Ghana,Second Cedi,Ghana-Second Cedi,1.637,null,68,2012,1,2011,4,12,31
2011-12-31,Greece,Euro,Greece-Euro,0.765,null,69,2012,1,2011,4,12,31
2011-12-31,Grenada,E.Caribbean Dollar,Grenada-E.Caribbean Dollar,2.7,null,70,2012,1,2011,4,12,31
2011-12-31,Guatemala,Quetzal,Guatemala-Quetzal,7.824,null,71,2012,1,2011,4,12,31
2011-12-31,Guinea,Franc,Guinea-Franc,7118.0,null,73,2012,1,2011,4,12,31
2011-12-31,Guinea Bissau,CFA Franc,Guinea Bissau-CFA Franc,501.73,null,72,2012,1,2011,4,12,31
2011-12-31,Guyana,Dollar,Guyana-Dollar,202.0,null,74,2012,1,2011,4,12,31
2011-12-31,Haiti,Gourde,Haiti-Gourde,38.5,null,75,2012,1,2011,4,12,31
2011-12-31,Honduras,Lempira,Honduras-Lempira,18.958,null,76,2012,1,2011,4,12,31
2011-12-31,Hong Kong,Dollar,Hong Kong-Dollar,7.776,null,77,2012,1,2011,4,12,31
2011-12-31,Hungary,Forint,Hungary-Forint,234.36,null,78,2012,1,2011,4,12,31
2011-12-31,Iceland,Krona,Iceland-Krona,122.27,null,79,2012,1,2011,4,12,31
2011-12-31,India,Rupee,India-Rupee,52.25,null,80,2012,1,2011,4,12,31
2011-12-31,Indonesia,Rupiah,Indonesia-Rupiah,9060.0,null,81,2012,1,2011,4,12,31
2011-12-31,Iran,Rial,Iran-Rial,8229.0,null,82,2012,1,2011,4,12,31
2011-12-31,Iraq,Dinar,Iraq-Dinar,1170.0,null,83,2012,1,2011,4,12,31
2011-12-31,Ireland,Euro,Ireland-Euro,0.765,null,84,2012,1,2011,4,12,31
2011-12-31,Israel,Shekel,Israel-Shekel,3.773,null,85,2012,1,2011,4,12,31
2011-12-31,Italy,Euro,Italy-Euro,0.765,null,86,2012,1,2011,4,12,31
2011-12-31,Jamaica,Dollar,Jamaica-Dollar,86.1,null,87,2012,1,2011,4,12,31
2011-12-31,Japan,Yen,Japan-Yen,78.0,null,88,2012,1,2011,4,12,31
2011-12-31,Jordan,Dinar,Jordan-Dinar,0.708,null,89,2012,1,2011,4,12,31
2011-12-31,Kazakhstan,Tenge,Kazakhstan-Tenge,148.0,null,90,2012,1,2011,4,12,31
2011-12-31,Kenya,Shilling,Kenya-Shilling,83.55,null,91,2012,1,2011,4,12,31
2011-12-31,Korea,Won,Korea-Won,1150.15,null,92,2012,1,2011,4,12,31
2011-12-31,Kuwait,Dinar,Kuwait-Dinar,0.278,null,93,2012,1,2011,4,12,31
2011-12-31,Kyrgyzstan,Som,Kyrgyzstan-Som,46.5,null,94,2012,1,2011,4,12,31
2011-12-31,Laos,Kip,Laos-Kip,8001.0,null,95,2012,1,2011,4,12,31
2011-12-31,Latvia,LATS,Latvia-LATS,0.532,null,96,2012,1,2011,4,12,31
2011-12-31,Lebanon,Pound,Lebanon-Pound,1500.0,null,97,2012,1,2011,4,12,31
2011-12-31,Lesotho,Maloti,Lesotho-Maloti,8.142,null,98,2012,1,2011,4,12,31
2011-12-31,Liberia,Dollar,Liberia-Dollar,49.0,null,99,2012,1,2011,4,12,31
2011-12-31,Libya,Dinar,Libya-Dinar,1.142,null,100,2012,1,2011,4,12,31
2011-12-31,Lithuanian,Lita,Lithuanian-Lita,2.641,null,101,2012,1,2011,4,12,31
2011-12-31,Luxembourg,Euro,Luxembourg-Euro,0.765,null,102,2012,1,2011,4,12,31
2011-12-31,Madagascar,Franc,Madagascar-Franc,2162.14,null,103,2012,1,2011,4,12,31
2011-12-31,Malawi,Kwacha,Malawi-Kwacha,168.0,null,104,2012,1,2011,4,12,31
2011-12-31,Malaysia,Ringgit,Malaysia-Ringgit,3.155,null,105,2012,1,2011,4,12,31
2011-12-31,Mali,CFA Franc,Mali-CFA Franc,501.73,null,106,2012,1,2011,4,12,31
2011-12-31,Malta,Euro,Malta-Euro,0.765,null,107,2012,1,2011,4,12,31
2011-12-31,Maltese,LIRA,Maltese-LIRA,0.789,null,108,2012,1,2011,4,12,31
2011-12-31,Marshall Islands,U.S. Dollar,Marshall Islands-U.S. Dollar,1.0,null,109,2012,1,2011,4,12,31
2011-12-31,Mauritania,First Ouguiya,Mauritania-First Ouguiya,290.0,null,110,2012,1,2011,4,12,31
2011-12-31,Mauritius,Rupee,Mauritius-Rupee,29.2,null,111,2012,1,2011,4,12,31
2011-12-31,Mexico,Peso,Mexico-Peso,13.785,null,112,2012,1,2011,4,12,31
2011-12-31,Micronesia,U.S. Dollar,Micronesia-U.S. Dollar,1.0,null,113,2012,1,2011,4,12,31
2011-12-31,Moldova,LEU,Moldova-LEU,11.682,null,114,2012,1,2011,4,12,31
2011-12-31,Mongolia,Tugrik,Mongolia-Tugrik,1377.5,null,115,2012,1,2011,4,12,31
